"id","name","slug","type","category","power","accuracy","pp","priority","target","description"
984,"Gravity","gravity","psychic","status",0,"",8,0,"selected-pokemon","Gives the entire field the Gravity status for 5 turns."
985,"Growth","growth","grass","status",0,"",20,0,"selected-pokemon","Boosts the user's Attack and Sp. Atk stats by 1 stage. In harsh sunlight these stats will be boosted by 2 stages instead."
986,"Guard Split","guard-split","psychic","status",0,"",12,0,"selected-pokemon","The user adds its Defense stat to the target's Defense stat then splits the total in half for them to share. It does the same with each of their Sp. Def stats."
987,"Guard Swap","guard-swap","psychic","status",0,"",12,0,"selected-pokemon","The user swaps the changes to its Defense and Sp. Def stats with the changes to the target's Defense and Sp. Def stats."
988,"Guillotine","guillotine","normal","physical",1,30,8,0,"selected-pokemon","Knocks out the target. The accuracy of this move is fixed at 30%."
989,"Gunk Shot","gunk-shot","poison","physical",120,80,8,0,"selected-pokemon","Has a 30% chance of poisoning the target."
990,"Gyro Ball","gyro-ball","steel","physical",1,100,8,0,"selected-pokemon","The lower the user's Speed stat compared to the target's the greater this move's power (ranging between 1 and 150)."
991,"Hammer Arm","hammer-arm","fighting","physical",100,90,12,0,"selected-pokemon","Lowers the user's Speed stat by 1 stage."
992,"Hard Press","hard-press","steel","physical",1,100,12,0,"selected-pokemon","The more HP the target has left the greater this move's power (ranging between 1 and 100)."
993,"Haze","haze","ice","status",0,"",20,0,"selected-pokemon","Eliminates every stat change on the entire field."
994,"Headlong Rush","headlong-rush","ground","physical",120,100,8,0,"selected-pokemon","Lowers the user's Defense and Sp. Def stats by 1 stage."
995,"Head Smash","head-smash","rock","physical",150,80,8,0,"selected-pokemon","The user takes 1/2 of the damage dealt by this move."
996,"Heal Bell","heal-bell","normal","status",0,"",8,0,"selected-pokemon","The user cures the status conditions of all the Pok&eacute;mon in its party including itself as well as its allies."
997,"Healing Wish","healing-wish","psychic","status",0,"",12,0,"selected-pokemon","The user faints. The Pok&eacute;mon taking its place will have its HP fully restored and its status conditions cured."
998,"Heal Pulse","heal-pulse","psychic","status",0,"",12,0,"selected-pokemon","Restores 1/2 of the target's max HP."
999,"Heat Crash","heat-crash","fire","physical",1,100,12,0,"selected-pokemon","The more the user outweighs the target the greater this move's power (ranging between 40 and 120). If the target has the Minimized status this move's power is doubled and it will be sure to hit."
1000,"Helping Hand","helping-hand","normal","status",0,"",20,5,"selected-pokemon","Boosts the power of an ally's move by 50% during the turn this move is used."
1001,"Hex","hex","ghost","special",65,100,12,0,"selected-pokemon","This move's power is doubled if the target has a status condition."
1002,"High Horsepower","high-horsepower","ground","physical",95,95,12,0,"selected-pokemon",""
1003,"High Jump Kick","high-jump-kick","fighting","physical",130,90,12,0,"selected-pokemon","If this move misses or fails the user takes damage equal to 1/2 of its max HP."
1004,"Horn Drill","horn-drill","normal","physical",1,30,8,0,"selected-pokemon","Knocks out the target. The accuracy of this move is fixed at 30%."
1005,"Horn Leech","horn-leech","grass","physical",75,100,12,0,"selected-pokemon","The user's HP is restored by 1/2 of the damage dealt by this move."
1006,"Howl","howl","normal","status",0,"",20,0,"selected-pokemon","Boosts the Attack stats of the user and its allies by 1 stage."
1007,"Hydro Cannon","hydro-cannon","water","special",150,90,8,0,"selected-pokemon","The user gains the Recharging status on the turn after this move is used."
1008,"Hydro Pump","hydro-pump","water","special",110,80,8,0,"selected-pokemon",""
1009,"Hyper Beam","hyper-beam","normal","special",150,90,8,0,"selected-pokemon","The user gains the Recharging status on the turn after this move is used."
1010,"Hypnosis","hypnosis","psychic","status",0,60,20,0,"selected-pokemon","Puts the target to sleep."
1011,"Ice Fang","ice-fang","ice","physical",65,95,16,0,"selected-pokemon","Has a 10% chance of freezing the target and a 10% chance of making the target flinch."
1012,"Ice Hammer","ice-hammer","ice","physical",100,90,12,0,"selected-pokemon","Lowers the user's Speed stat by 1 stage."
1013,"Ice Shard","ice-shard","ice","physical",40,100,20,1,"selected-pokemon",""
1014,"Ice Spinner","ice-spinner","ice","physical",80,100,16,0,"selected-pokemon","Removes any terrain."
1015,"Icicle Crash","icicle-crash","ice","physical",85,90,12,0,"selected-pokemon","Has a 30% chance of making the target flinch."
1016,"Icicle Spear","icicle-spear","ice","physical",25,100,20,0,"selected-pokemon","The user attacks 2 to 5 times in a row."
1017,"Icy Wind","icy-wind","ice","special",55,95,16,0,"selected-pokemon","Lowers targets' Speed stats by 1 stage."
1018,"Imprison","imprison","psychic","status",0,"",12,0,"selected-pokemon","The user gains the Sealing Off status."
1019,"Infernal Parade","infernal-parade","ghost","special",65,100,16,0,"selected-pokemon","Has a 30% chance of burning the target. This move's power is doubled if the target has a status condition."
1020,"Inferno","inferno","fire","special",100,50,8,0,"selected-pokemon","Burns the target."
1021,"Infestation","infestation","bug","special",20,100,20,0,"selected-pokemon","Gives the target the Bound status."
1022,"Ingrain","ingrain","grass","status",0,"",20,0,"selected-pokemon","The user gains the Ingrained status."
1023,"Instruct","instruct","psychic","status",0,"",16,0,"selected-pokemon","The user makes the target reuse the last move it used."
1024,"Iron Head","iron-head","steel","physical",80,100,16,0,"selected-pokemon","Has a 20% chance of making the target flinch."
1025,"Iron Tail","iron-tail","steel","physical",100,75,16,0,"selected-pokemon","Has a 30% chance of lowering the target's Defense stat by 1 stage."
1026,"Jet Punch","jet-punch","water","physical",60,100,16,1,"selected-pokemon",""
1027,"Kowtow Cleave","kowtow-cleave","dark","physical",85,"",12,0,"selected-pokemon","This move never misses."
1028,"Lash Out","lash-out","dark","physical",75,100,8,0,"selected-pokemon","This move's power is doubled if the user's stats were lowered during the turn this move is used."
1029,"Last Resort","last-resort","normal","physical",140,100,8,0,"selected-pokemon","This move fails unless the user has already used all the other moves it knows."
1030,"Last Respects","last-respects","ghost","physical",50,100,12,0,"selected-pokemon","This move's power is increased by 50 for each time that a Pok&eacute;mon in the user's party has fainted."
1031,"Lava Plume","lava-plume","fire","special",80,100,16,0,"selected-pokemon","Has a 30% chance of burning targets."
1032,"Leaf Blade","leaf-blade","grass","physical",90,100,16,0,"selected-pokemon","This move has a 1-stage Critical-Hit Ratio Boost."
1033,"Leaf Storm","leaf-storm","grass","special",130,90,8,0,"selected-pokemon","Lowers the user's Sp. Atk stat by 2 stages."
1034,"Leech Life","leech-life","bug","physical",80,100,12,0,"selected-pokemon","The user's HP is restored by 1/2 of the damage dealt by this move."
1035,"Life Dew","life-dew","water","status",0,"",12,0,"selected-pokemon","Restores 1/4 of the max HP of the user and its allies."
1036,"Light of Ruin","light-of-ruin","fairy","special",140,90,8,0,"selected-pokemon","The user takes 1/2 of the damage dealt by this move."
1037,"Light Screen","light-screen","psychic","status",0,"",20,0,"selected-pokemon","Gives the user's side the Light Screen status for 5 turns."
1038,"Liquidation","liquidation","water","physical",85,100,12,0,"selected-pokemon","Has a 20% chance of lowering the target's Defense stat by 1 stage."
1039,"Lock-On","lock-on","normal","status",0,"",8,0,"selected-pokemon","The user gains the Locked On status."
1040,"Low Kick","low-kick","fighting","physical",1,100,20,0,"selected-pokemon","The heavier the target the greater this move's power (ranging between 20 and 120)."
1041,"Low Sweep","low-sweep","fighting","physical",65,100,20,0,"selected-pokemon","Lowers the target's Speed stat by 1 stage."
1042,"Lumina Crash","lumina-crash","psychic","special",80,100,12,0,"selected-pokemon","Lowers the target's Sp. Def stat by 2 stages."
1043,"Lunge","lunge","bug","physical",80,100,16,0,"selected-pokemon","Lowers the target's Attack stat by 1 stage."
1044,"Mach Punch","mach-punch","fighting","physical",40,100,20,1,"selected-pokemon",""
1045,"Magic Powder","magic-powder","psychic","status",0,100,20,0,"selected-pokemon","Changes the target's type to Psychic."
1046,"Magic Room","magic-room","psychic","status",0,"",12,0,"selected-pokemon","Gives the entire field the Magic Room status for 5 turns."
1047,"Magnetic Flux","magnetic-flux","electric","status",0,"",20,0,"selected-pokemon","If the user or its allies have the Plus Ability or the Minus Ability their Defense and Sp. Def stats are boosted by 1 stage."
1048,"Magnet Rise","magnet-rise","electric","status",0,"",12,0,"selected-pokemon","The user gains the Magnet Rise status."
1049,"Matcha Gotcha","matcha-gotcha","grass","special",80,90,16,0,"selected-pokemon","Has a 20% chance of burning targets. The user's HP is restored by 1/2 of the damage dealt by this move."
1050,"Mean Look","mean-look","normal","status",0,"",8,0,"selected-pokemon","Gives the target the Can't Escape status."
1051,"Megahorn","megahorn","bug","physical",120,85,12,0,"selected-pokemon",""
1052,"Mega Kick","mega-kick","normal","physical",120,75,8,0,"selected-pokemon",""
1053,"Metal Burst","metal-burst","steel","physical",1,100,12,0,"selected-pokemon","The user retaliates to deal 150% of the damage it took from an opponent's move during the turn this move is used."
1054,"Metal Sound","metal-sound","steel","status",0,85,20,0,"selected-pokemon","Lowers the target's Sp. Def stat by 2 stages."
1055,"Meteor Beam","meteor-beam","rock","special",120,90,12,0,"selected-pokemon","The user gains the Charging status on the turn this move is used then attacks on the following turn. The user's Sp. Atk stat is boosted by 1 stage on the turn this move is used."
1056,"Meteor Mash","meteor-mash","steel","physical",90,90,12,0,"selected-pokemon","Has a 20% chance of boosting the user's Attack stat by 1 stage."
1057,"Milk Drink","milk-drink","normal","status",0,"",8,0,"selected-pokemon","Restores 1/2 of the user's max HP."
1058,"Mirror Coat","mirror-coat","psychic","special",1,100,20,-5,"selected-pokemon","The user retaliates to deal double the damage it took from an opponent's special move during the turn this move is used."
1059,"Misty Explosion","misty-explosion","fairy","special",100,100,8,0,"selected-pokemon","If the user is under the effect of Misty Terrain this move's power is boosted by 50%. The user faints upon using this move."
1060,"Misty Terrain","misty-terrain","fairy","status",0,"",12,0,"selected-pokemon","Turns the entire field into Misty Terrain for 5 turns."
1061,"Moonlight","moonlight","fairy","status",0,"",8,0,"selected-pokemon","Restores 1/2 of the user's max HP. In harsh sunlight 2/3 of its max HP will be restored instead. In all other weather conditions 1/4 of its max HP will be restored instead."
1062,"Mortal Spin","mortal-spin","poison","physical",30,100,16,0,"selected-pokemon","Removes the Bound and Leech Seeded statuses from the user and removes the Sticky Web Stealth Rock Spikes and Toxic Spikes statuses from the user's side. Poisons targets."
1063,"Mountain Gale","mountain-gale","ice","physical",120,85,12,0,"selected-pokemon","Has a 30% chance of making the target flinch."
1064,"Mud-Slap","mud-slap","ground","special",20,100,12,0,"selected-pokemon","Lowers the target's accuracy by 1 stage."
1065,"Muddy Water","muddy-water","water","special",90,85,12,0,"selected-pokemon","Has a 30% chance of lowering targets' accuracy by 1 stage."
1066,"Mud Shot","mud-shot","ground","special",55,95,16,0,"selected-pokemon","Lowers the target's Speed stat by 1 stage."
1067,"Nasty Plot","nasty-plot","dark","status",0,"",20,0,"selected-pokemon","Boosts the user's Sp. Atk stat by 2 stages."
1068,"Night Daze","night-daze","dark","special",90,95,12,0,"selected-pokemon","Has a 40% chance of lowering the target's accuracy by 1 stage."
1069,"Night Shade","night-shade","ghost","special",1,100,16,0,"selected-pokemon","Deals 50 HP of damage."
1070,"Night Slash","night-slash","dark","physical",70,100,20,0,"selected-pokemon","This move has a 1-stage Critical-Hit Ratio Boost."
1071,"Noble Roar","noble-roar","normal","status",0,100,20,0,"selected-pokemon","Lowers the target's Attack and Sp. Atk stats by 1 stage."
1072,"Nuzzle","nuzzle","electric","physical",20,100,20,0,"selected-pokemon","Paralyzes the target."
1073,"Overheat","overheat","fire","special",130,90,8,0,"selected-pokemon","Lowers the user's Sp. Atk stat by 2 stages."
1074,"Pain Split","pain-split","normal","status",0,"",20,0,"selected-pokemon","The user adds its remaining HP to the target's remaining HP then splits the total in half for them to share."
1075,"Parabolic Charge","parabolic-charge","electric","special",65,100,20,0,"selected-pokemon","The user's HP is restored by 1/2 of the damage dealt by this move."
1076,"Parting Shot","parting-shot","dark","status",0,100,20,0,"selected-pokemon","Lowers the target's Attack and Sp. Atk stats by 1 stage. The user then switches out of battle to be replaced by another party Pok&eacute;mon."
1077,"Payback","payback","dark","physical",50,100,12,0,"selected-pokemon","This move's power is doubled if the user attacks after the target."
1078,"Perish Song","perish-song","normal","status",0,"",8,0,"selected-pokemon","Gives all Pok&eacute;mon on the field the Perishing status."
1079,"Petal Blizzard","petal-blizzard","grass","physical",90,100,16,0,"selected-pokemon",""
1080,"Petal Dance","petal-dance","grass","special",120,100,12,0,"selected-pokemon","The user gains the Rampaging status."
1081,"Phantom Force","phantom-force","ghost","physical",90,100,12,0,"selected-pokemon","The user gains the Concealed status on the turn this move is used then attacks on the following turn. This move can hit a target using a move such as Protect or Detect and removes the effects of those moves."
1082,"Pin Missile","pin-missile","bug","physical",25,95,20,0,"selected-pokemon","The user attacks 2 to 5 times in a row."
1083,"Pluck","pluck","flying","physical",60,100,20,0,"selected-pokemon","If the target is holding a Berry the user eats that Berry and gains its effect."
1084,"Poison Fang","poison-fang","poison","physical",50,100,16,0,"selected-pokemon","Has a 50% chance of badly poisoning the target."
1085,"Poison Jab","poison-jab","poison","physical",80,100,20,0,"selected-pokemon","Has a 30% chance of poisoning the target."
1086,"Poison Powder","poison-powder","poison","status",0,75,20,0,"selected-pokemon","Poisons the target."
1087,"Pollen Puff","pollen-puff","bug","special",90,100,16,0,"selected-pokemon","When used on an ally this move restores 1/2 of its max HP instead of dealing damage."
1088,"Poltergeist","poltergeist","ghost","physical",110,90,8,0,"selected-pokemon","This move fails if the target isn't holding an item."
1089,"Population Bomb","population-bomb","normal","physical",20,90,12,0,"selected-pokemon","The user attacks 1 to 10 times in a row. The attack ends if the user misses."
1090,"Pounce","pounce","bug","physical",50,100,20,0,"selected-pokemon","Lowers the target's Speed stat by 1 stage."
1091,"Power Gem","power-gem","rock","special",80,100,20,0,"selected-pokemon",""
1092,"Power Shift","power-shift","normal","status",0,"",12,0,"selected-pokemon","The user gains the Atk/Def Swapped status."
1093,"Power Split","power-split","psychic","status",0,"",12,0,"selected-pokemon","The user adds its Attack stat to the target's Attack stat then splits the total in half for them to share. It does the same with each of their Sp. Atk stats."
1094,"Power Swap","power-swap","psychic","status",0,"",12,0,"selected-pokemon","The user swaps the changes to its Attack and Sp. Atk stats with the changes to the target's Attack and Sp. Atk stats."
1095,"Power Trick","power-trick","psychic","status",0,"",12,0,"selected-pokemon","The user gains the Atk/Def Swapped status."
1096,"Power Trip","power-trip","dark","physical",20,100,12,0,"selected-pokemon","This move's power is increased by 20 for each stage that the user's stats have been boosted."
1097,"Power Whip","power-whip","grass","physical",120,85,12,0,"selected-pokemon",""
1098,"Psychic Fangs","psychic-fangs","psychic","physical",85,100,12,0,"selected-pokemon","Removes the Light Screen Reflect and Aurora Veil statuses on the target's side."
1099,"Psychic Noise","psychic-noise","psychic","special",75,100,12,0,"selected-pokemon","Gives the target the Healing Prevented status for 2 turns."
1100,"Psychic Terrain","psychic-terrain","psychic","status",0,"",12,0,"selected-pokemon","Turns the entire field into Psychic Terrain for 5 turns."
1101,"Psycho Cut","psycho-cut","psychic","physical",70,100,20,0,"selected-pokemon","This move has a 1-stage Critical-Hit Ratio Boost."
1102,"Psych Up","psych-up","normal","status",0,"",12,0,"selected-pokemon","The user copies the target's stat changes."
1103,"Psyshield Bash","psyshield-bash","psychic","physical",90,90,12,0,"selected-pokemon","Boosts the user's Defense stat by 1 stage."
1104,"Psyshock","psyshock","psychic","special",80,100,12,0,"selected-pokemon","This is a special move but the damage it deals is calculated using the target's Defense stat."
1105,"Quash","quash","dark","status",0,100,16,0,"selected-pokemon","Causes the target to move last in the turn."
1106,"Quick Attack","quick-attack","normal","physical",40,100,20,1,"selected-pokemon",""
1107,"Quick Guard","quick-guard","fighting","status",0,"",16,3,"selected-pokemon","The user protects itself and its allies from priority moves for the turn."
1108,"Quiver Dance","quiver-dance","bug","status",0,"",20,0,"selected-pokemon","Boosts the user's Sp. Atk Sp. Def and Speed stats by 1 stage."
1109,"Rage Powder","rage-powder","bug","status",0,"",20,2,"selected-pokemon","The user redirects opponents' moves toward itself. This effect works only on single-target moves."
1110,"Raging Bull","raging-bull","normal","physical",90,100,12,0,"selected-pokemon","Removes the Light Screen Reflect and Aurora Veil statuses on the target's side. This move's type depends on the user's form."
1111,"Raging Fury","raging-fury","fire","physical",120,100,12,0,"selected-pokemon","The user gains the Rampaging status."
1112,"Rain Dance","rain-dance","water","status",0,"",8,0,"selected-pokemon","Summons rain for 5 turns."
1113,"Rapid Spin","rapid-spin","normal","physical",50,100,20,0,"selected-pokemon","Removes the Bound and Leech Seeded statuses from the user and removes the Sticky Web Stealth Rock Spikes and Toxic Spikes statuses from the user's side. Boosts the user's Speed stat by 1 stage."
1114,"Razor Shell","razor-shell","water","physical",75,95,12,0,"selected-pokemon","Has a 50% chance of lowering the target's Defense stat by 1 stage."
1115,"Recover","recover","normal","status",0,"",8,0,"selected-pokemon","Restores 1/2 of the user's max HP."
1116,"Recycle","recycle","normal","status",0,"",12,0,"selected-pokemon","Regenerates the last held item that the user consumed. The user then holds this item once more."
1117,"Reflect","reflect","psychic","status",0,"",20,0,"selected-pokemon","Gives the user's side the Reflect status for 5 turns."
1118,"Reflect Type","reflect-type","normal","status",0,"",16,0,"selected-pokemon","The user becomes the same type or types as the target."
1119,"Rest","rest","psychic","status",0,"",8,0,"selected-pokemon","Fully restores the user's HP and cures any status conditions. The user falls asleep for 2 turns. This move fails if the user's HP is full."
1120,"Reversal","reversal","fighting","physical",1,100,16,0,"selected-pokemon","The less HP the user has left the greater this move's power (ranging between 20 and 200)."
1121,"Rising Voltage","rising-voltage","electric","special",70,100,20,0,"selected-pokemon","This move's power is doubled if the target is under the effect of Electric Terrain."
1122,"Roar","roar","normal","status",0,"",20,-6,"selected-pokemon","If there are other Pok&eacute;mon in the target's party that can switch into battle the target is forced to switch out of battle and is replaced by one of those Pok&eacute;mon at random."
1123,"Rock Blast","rock-blast","rock","physical",25,90,12,0,"selected-pokemon","The user attacks 2 to 5 times in a row."
1124,"Rock Polish","rock-polish","rock","status",0,"",20,0,"selected-pokemon","Boosts the user's Speed stat by 2 stages."
1125,"Rock Tomb","rock-tomb","rock","physical",60,95,16,0,"selected-pokemon","Lowers the target's Speed stat by 1 stage."
1126,"Rock Wrecker","rock-wrecker","rock","physical",150,90,8,0,"selected-pokemon","The user gains the Recharging status on the turn after this move is used."
1127,"Role Play","role-play","psychic","status",0,"",12,0,"selected-pokemon","Changes the user's Ability to be the same as the target's."
1128,"Roost","roost","flying","status",0,"",8,0,"selected-pokemon","Restores 1/2 of the user's max HP. If the user is a Flying type it will lose the Flying type for the turn."
1129,"Round","round","normal","special",60,100,16,0,"selected-pokemon","If multiple Pok&eacute;mon use this move in the same turn the second user onward will act immediately after the first and the power of the second Round onward will be doubled."
1130,"Sacred Sword","sacred-sword","fighting","physical",90,100,16,0,"selected-pokemon","This move ignores the target's stat changes when dealing damage."
1131,"Safeguard","safeguard","normal","status",0,"",20,0,"selected-pokemon","Gives the user's side the Safeguard status for 5 turns."
1132,"Salt Cure","salt-cure","rock","physical",40,100,16,0,"selected-pokemon","Gives the target the Salt Cured status."
1133,"Scald","scald","water","special",80,100,16,0,"selected-pokemon","Has a 30% chance of burning the target. Cures the user and target of being frozen."
1134,"Scary Face","scary-face","normal","status",0,100,12,0,"selected-pokemon","Lowers the target's Speed stat by 2 stages."
1135,"Scorching Sands","scorching-sands","ground","special",70,100,12,0,"selected-pokemon","Has a 30% chance of burning the target. Cures the user and target of being frozen."
1136,"Screech","screech","normal","status",0,85,20,0,"selected-pokemon","Lowers the target's Defense stat by 2 stages."
1137,"Seed Bomb","seed-bomb","grass","physical",80,100,16,0,"selected-pokemon",""
1138,"Seismic Toss","seismic-toss","fighting","physical",1,100,20,0,"selected-pokemon","Deals 50 HP of damage."
1139,"Self-Destruct","self-destruct","normal","physical",200,100,8,0,"selected-pokemon","The user faints upon using this move."
1140,"Shadow Ball","shadow-ball","ghost","special",80,100,16,0,"selected-pokemon","Has a 20% chance of lowering the target's Sp. Def stat by 1 stage."
1141,"Shadow Claw","shadow-claw","ghost","physical",70,100,16,0,"selected-pokemon","This move has a 1-stage Critical-Hit Ratio Boost."
1142,"Shadow Punch","shadow-punch","ghost","physical",60,"",20,0,"selected-pokemon","This move never misses."
1143,"Shadow Sneak","shadow-sneak","ghost","physical",40,100,20,1,"selected-pokemon",""
1144,"Shed Tail","shed-tail","normal","status",0,"",12,0,"selected-pokemon","The user loses 1/2 of its max HP to create a substitute then switches out of battle to be replaced by another party Pok&eacute;mon. The substitute will be hit by moves instead of that Pok&eacute;mon and it will vanish when it takes damage equal to 1/4 of the user's max HP."
1145,"Sheer Cold","sheer-cold","ice","special",1,30,8,0,"selected-pokemon","Knocks out the target. This move does not affect Ice types. The accuracy of this move is fixed at 30%. If used by Pok&eacute;mon other than Ice types the accuracy of this move is 20%."
1146,"Shell Side Arm","shell-side-arm","poison","special",90,100,12,0,"selected-pokemon","Has a 20% chance of poisoning the target. Becomes a physical move if that will deal more damage."
1147,"Shell Smash","shell-smash","normal","status",0,"",16,0,"selected-pokemon","Lowers the user's Defense and Sp. Def stats by 1 stage and boosts its Attack Sp. Atk and Speed stats by 2 stages."
1148,"Shelter","shelter","steel","status",0,"",12,0,"selected-pokemon","Boosts the user's Defense stat by 2 stages."
1149,"Simple Beam","simple-beam","normal","status",0,100,16,0,"selected-pokemon","Changes the target's Ability to Simple."
1150,"Sing","sing","normal","status",0,55,16,0,"selected-pokemon","Puts the target to sleep."
1151,"Skill Swap","skill-swap","psychic","status",0,"",12,0,"selected-pokemon","The user and the target swap their Abilities."
1152,"Skitter Smack","skitter-smack","bug","physical",70,90,12,0,"selected-pokemon","Lowers the target's Sp. Atk stat by 1 stage."
1153,"Sky Attack","sky-attack","flying","physical",140,90,8,0,"selected-pokemon","The user gains the Charging status on the turn this move is used then attacks on the following turn. This move has a 30% chance of making the target flinch and it has a 1-stage Critical-Hit Ratio Boost."
1154,"Slack Off","slack-off","normal","status",0,"",8,0,"selected-pokemon","Restores 1/2 of the user's max HP."
1155,"Sleep Powder","sleep-powder","grass","status",0,75,16,0,"selected-pokemon","Puts the target to sleep."
1156,"Sleep Talk","sleep-talk","normal","status",0,"",12,0,"selected-pokemon","Can be used only if the user is asleep. The user uses one of the other moves it knows at random."
1157,"Sludge Bomb","sludge-bomb","poison","special",90,100,12,0,"selected-pokemon","Has a 30% chance of poisoning the target."
1158,"Sludge Wave","sludge-wave","poison","special",95,100,12,0,"selected-pokemon","Has a 10% chance of poisoning targets."
1159,"Smack Down","smack-down","rock","physical",50,100,16,0,"selected-pokemon","If the target is off the ground it gains the Landed status. This move can hit a target that has the Sky-High status."
1160,"Smart Strike","smart-strike","steel","physical",70,"",12,0,"selected-pokemon","This move never misses."
1161,"Snap Trap","snap-trap","steel","physical",35,100,16,0,"selected-pokemon","Gives the target the Bound status."
1162,"Snarl","snarl","dark","special",55,95,16,0,"selected-pokemon","Lowers targets' Sp. Atk stats by 1 stage."
1163,"Snore","snore","normal","special",50,100,16,0,"selected-pokemon","Can be used only if the user is asleep. Has a 30% chance of making the target flinch."
1164,"Snowscape","snowscape","ice","status",0,"",8,0,"selected-pokemon","Summons snow for 5 turns."
1165,"Soak","soak","water","status",0,100,20,0,"selected-pokemon","Changes the target's type to Water."
1166,"Soft-Boiled","soft-boiled","normal","status",0,"",8,0,"selected-pokemon","Restores 1/2 of the user's max HP."
1167,"Solar Beam","solar-beam","grass","special",120,100,12,0,"selected-pokemon","The user gains the Charging status on the turn this move is used then attacks on the following turn. In harsh sunlight the user does not gain the Charging status and can attack immediately. This move's power is halved in any other weather condition."
1168,"Solar Blade","solar-blade","grass","physical",125,100,12,0,"selected-pokemon","The user gains the Charging status on the turn this move is used then attacks on the following turn. In harsh sunlight the user does not gain the Charging status and can attack immediately. This move's power is halved in any other weather condition."
1169,"Sparkling Aria","sparkling-aria","water","special",90,100,12,0,"selected-pokemon","Cures targets of their burns."
1170,"Speed Swap","speed-swap","psychic","status",0,"",12,0,"selected-pokemon","The user and the target swap their Speed stats."
1171,"Spicy Extract","spicy-extract","grass","status",0,"",16,0,"selected-pokemon","Lowers the target's Defense stat by 2 stages and boosts its Attack stat by 2 stages."
1172,"Spike Cannon","spike-cannon","normal","physical",20,100,16,0,"selected-pokemon",""
1173,"Spiky Shield","spiky-shield","grass","status",0,"",8,4,"selected-pokemon","The user protects itself from incoming moves for the turn. Any attackers that use contact moves against the user during this turn take damage equal to 1/8 of their max HP. With each consecutive use this move's chance of success becomes 1/3 of what it was before."
1174,"Spirit Break","spirit-break","fairy","physical",75,100,16,0,"selected-pokemon",""
1175,"Spore","spore","grass","status",0,100,16,0,"selected-pokemon","Puts the target to sleep."
1176,"Stealth Rock","stealth-rock","rock","status",0,"",20,0,"selected-pokemon","Gives the opponent's side the Stealth Rock status."
1177,"Steel Beam","steel-beam","steel","special",140,95,8,0,"selected-pokemon","After attacking the user takes damage equal to 1/2 of its max HP."
1178,"Stored Power","stored-power","psychic","special",20,100,12,0,"selected-pokemon","This move's power is increased by 20 for each stage that the user's stats have been boosted."
1179,"Storm Throw","storm-throw","fighting","physical",60,100,12,0,"selected-pokemon","Always a critical hit."
1180,"Strength Sap","strength-sap","grass","status",0,100,12,0,"selected-pokemon","Restores the user's HP by an amount equal to the target's Attack stat. Lowers the target's Attack stat by 1 stage."
1181,"Substitute","substitute","normal","status",0,"",12,0,"selected-pokemon","The user loses 1/4 of its max HP to create a substitute. The substitute will be hit by moves instead of the user and it will vanish when it takes damage equal to 1/4 of the user's max HP."
1182,"Sucker Punch","sucker-punch","dark","physical",70,100,8,1,"selected-pokemon","This move fails unless the target has chosen an attack and has not yet attacked during the turn this move is used."
1183,"Sunny Day","sunny-day","fire","status",0,"",8,0,"selected-pokemon","Summons harsh sunlight for 5 turns."
1184,"Superpower","superpower","fighting","physical",120,100,8,0,"selected-pokemon","Lowers the user's Attack and Defense stats by 1 stage."
1185,"Surf","surf","water","special",90,100,16,0,"selected-pokemon","This move's power is doubled against targets that have the Submerged status."
1186,"Surging Strikes","surging-strikes","water","physical",25,100,8,0,"selected-pokemon",""
1187,"Swift","swift","normal","special",60,"",20,0,"selected-pokemon",""
1188,"Switcheroo","switcheroo","dark","status",0,100,12,0,"selected-pokemon","The user and the target swap their held items."
1189,"Swords Dance","swords-dance","normal","status",0,"",20,0,"selected-pokemon","Boosts the user's Attack stat by 2 stages."
1190,"Synthesis","synthesis","grass","status",0,"",8,0,"selected-pokemon","Restores 1/2 of the user's max HP. In harsh sunlight 2/3 of its max HP will be restored instead. In all other weather conditions 1/4 of its max HP will be restored instead."
1191,"Tailwind","tailwind","flying","status",0,"",16,0,"selected-pokemon","Gives the user's side the Tailwind status for 4 turns."
1192,"Taunt","taunt","dark","status",0,100,20,0,"selected-pokemon","Gives the target the Taunted status."
1193,"Tera Blast","tera-blast","normal","special",80,100,12,0,"selected-pokemon",""
1194,"Terrain Pulse","terrain-pulse","normal","special",50,100,12,0,"selected-pokemon","This move's power is doubled if the user is under the effect of a terrain. This move's type depends on the terrain."
1195,"Thief","thief","dark","physical",60,100,20,0,"selected-pokemon","If the user is not already holding an item it steals the target's held item."
1196,"Thunder","thunder","electric","special",110,70,12,0,"selected-pokemon","Has a 30% chance of paralyzing the target. This move never misses in rain and can hit a target that has the Sky-High status."
1197,"Thunderclap","thunderclap","electric","special",70,100,8,1,"selected-pokemon",""
1198,"Thunder Punch","thunder-punch","electric","physical",75,100,16,0,"selected-pokemon","Has a 10% chance of paralyzing the target."
1199,"Thunder Wave","thunder-wave","electric","status",0,90,20,0,"selected-pokemon","Paralyzes the target."
1200,"Trick","trick","psychic","status",0,100,12,0,"selected-pokemon","The user and the target swap their held items."
1201,"Trick Room","trick-room","psychic","status",0,"",8,-7,"selected-pokemon","Gives the entire field the Trick Room status for 5 turns."
1202,"Triple Axel","triple-axel","ice","physical",20,90,12,0,"selected-pokemon","The user attacks 3 times in a row-first with a power of 20 then with a power of 40 then with a power of 60. The attack ends if the user misses."
